id,title,author_id,mode_id,year,text
22,"QUÍMICA III, Guía cuaderno de trabajo académico",1,1,2017,"Modelo atómico. Representación temporal, contextual a un momento histórico y parcial que tiene como objetivo explicar la estructura de la materia, a partir de modelar el comportamiento del átomo."
23,"QUÍMICA III, Guía cuaderno de trabajo académico",1,1,2017,"Nanóscopico. Término referido a escalas del orden de los nanómetros, es decir de 10-9m, dentro del que se encuentra los  Normas Oficiales Mexicanas (NOM). Regulaciones técnicas cuyo cumplimiento es obligatorio. Sirven para regular servicios, productos o procesos que pueden llegar a constituir un peligro para las personas, los animales o el ambiente en general."
24,"QUÍMICA III, Guía cuaderno de trabajo académico",1,1,2017,"pH: la sigla significa potencial hidrógeno que es una medida de acidez o alcalinidad de una disolución, que indica la concentración de iones hidrógeno (H+  ), cuya expresión es el log [H+    Reciclado. Actividad cuyo objetivo es transformar los desechos (basura) en materiales útiles que beneficia al sector económico, social y ambiental."
25,"QUÍMICA III, Guía cuaderno de trabajo académico",1,1,2017,Reducción. Actividad cuyo objetivo es disminuir la cantidad de basura     Reutilización. Actividad cuyo objetivo es prolongar o darle otro uso a un producto para prolongar su tiempo de vida. Lo anterior permite reducir la cantidad de basura.
26,"QUÍMICA III, Guía cuaderno de trabajo académico",1,1,2017,Sobreexplotación. Proceso que se presenta cuando se extraen recursos naturales a un ritmo mayor que el de su regeneración.
27,"QUÍMICA III, Guía cuaderno de trabajo académico",1,1,2017,"Tratamiento físico y químico. Proceso generalmente usado para facilitar el tratamiento de aguas residuales. Tratamiento físico es por ejemplo la filtración; tratamiento químico puede ser por ejemplo la coagulación, la cloración, o el tratamiento con ozono."
28,"QUÍMICA III, Guía cuaderno de trabajo académico",1,1,2017,"Tratamiento primario de aguas residuales. La eliminación de sólidos suspendidos, flotando o precipitados de un agua residual sin tratar."
29,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Bacteriocinas: Proteína producida por bacterias de una determinada cepa y que es activa frente a otras de cepas estrechamente relacionadas.
30,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Células alfa: células de la parte endocrina del páncreas que produce glucagón.
31,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Células beta: células de la parte endocrina del páncreas que produce insulina.
32,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Cepa: Grupo de individuos derivados por ascendencia de un único individuo dentro de una especie.
33,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"DNA monocistrónico: son los mRNA que codifican un solo polipétido, son típicos de las células eucariontas."
34,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,DNA policistrónico: son los mRNA genes que codifican a más de una proteína; están presentes en las células procariontas.
35,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Dopaje: Consumo de sustancias excitantes o estimulantes que sirven para lograr de modo no natural un mejor rendimiento en una competición deportiva.
36,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Efectores: son parte de una reacción química que ejecuta las respuestas indicadas por la señal química o mensajero.
37,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Endocrina: se refiere a las glándulas del cuerpo que producen moléculas que libera al sistema circulatorio. Estas moléculas por lo regular son hormonas peptídicas y esteroideas que viajan por el torrente sanguíneo hasta localizar los receptores de la superficie celular de la célula diana o blanco para causar cambios específicos.
38,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Energía interna (E): Expresa la energía total del sistema.
39,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Energía libre (G): Equivale a la energía disponible que se puede convertir en trabajo útil.
40,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Enlace covalente: Unión que se forma cuando dos átomos comparten uno o más pares de electrones.
41,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Entalpia (H): Representa el contenido de calor dentro del sistema.
42,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Entropía (S): Se refiere al grado de desorden del sistema.
43,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"Fitorremediación: Utilización de cultivos vegetales para la extracción de contaminantes, bien de suelos (p. ej., campos contaminados) o de recursos hídricos (p. ej., lagos contaminados). Un ejemplo sería la explotación del jacinto de   agua de Brasil (Eichhornia crassipes) que acumula metales tóxicos, tales como plomo, arsénico, cadmio, mercurio, níquel y cobre, en sus tejidos."
44,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Fotóautótrofos: Organismos que obtienen energía de la luz solar y su fuente de carbono es el dióxido de carbono.
45,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Fotoheterótrofos: Organismos que utilizan luz solar como fuente de energía y compuestos orgánicos como fuete de carbono.
46,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"Freatófitos: Plantas que transpiran más agua de la que es proporcionada por las lluvias durante un año, con lo que toma el complemento necesario de las capas freáticas del subsuelo, reduciendo el nivel del agua subterránea y hasta secando los acuíferos."
47,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Glucagón: hormona secretada por el páncreas. Su función es aumentar los niveles de glucosa en la sangre al estimular la degradación de glucógeno en el hígado.
48,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Hormonas: sustancia química producida por un grupo de células en un organismo multicelular y transportada por los líquidos corporales hacia tejidos blanco o diana sobre los que ejerce un efecto específico.
49,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"Impronta genómica: se ha definido como el marcaje epigenético del genoma de un organismo diploide con respecto a su origen parental. Es un mecanismo epigenético importante en los mamíferos y parecería estar relacionado en la regulación de la transferencia de nutrientes de la madre al feto, afectando la expresión de algunos, pero no de todos los genes. Éstos se caracterizan por la expresión de sólo uno de los alelos. Esta hipótesis es apoyada por el hecho de que los genes improntados tienden a afectar el crecimiento in útero y el comportamiento después del nacimiento. Aproximadamente 50 genes improntados han sido identificados en el ratón, la mayoría de los cuales tienen homólogos en el humano y se ha calculado que existan cerca de 100."
50,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"Insulina: hormona secretada por el páncreas. Su función es disminuir los niveles de glucosa en la sangre al estimular a numerosas células a utilizar la glucosa, y al hígado para que convierta la glucosa en glucógeno."
51,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"MicroRNAs: son moléculas pequeñas de RNA, de alrededor de 200 nucleótidos involucrados en el corte y empalme de alternativos del RNA."
52,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"Organismos cisgénicos: intragenérico Dentro de un género, como por ejemplo, un cruzamiento o una variación intragenérica."
53,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Organismos intragénicos: Dentro de un género.
54,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"Organismos transgénicos: Individuo en cuyo genoma se ha integrado un transgén. En los transgénicos eucariotas, el transgén debe transmitirse por meiosis para ser heredado por la descendencia."
55,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Potencial de acción: es una señal eléctrica rápida y transitoria que se autopropaga en la membrana plasmática; es un cambio rápido de un potencial eléctrico negativo por uno positivo en una célula nerviosa. Un potencial de acción viaja por un axón sin cambiar de amplitud.
56,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Potencial de membrana: es la diferencia de voltaje a través de la membrana debido a un exceso de iones positivos por un lado y de iones negativos por el otro.
57,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Quimioautótrofos: Organismos que obtienen la energía de la oxidación de compuestos inorgánicos y el dióxido de carbono como la fuente principal de  Quioheterótrofos: Organismos que como fuente de carbono y de energía utilizan compuestos orgánicos.
58,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"Receptor: es una proteína de la superficie celular que se localiza en la membrana plasmática; en su estructura tienen un sitio de unión para una molécula de señalización extracelular específica e inicia una respuesta en la célula. También hay receptores intracelulares, son para las hormonas esteroideas que tienen que atravesar la membrana plasmática y difundirse hasta llegar al receptor."
59,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,Rizósfera: Zona del suelo en contacto inmediato con las raíces de las plantas.
60,"BIOLOGÍA V ÁREA II, Guía cuaderno de trabajo académico",2,2,2018,"Segundo mensajero: es una molécula pequeña formada en el citosol o liberada en él en respuesta a una señal extracelular que ayuda a retransmitir la señal hacia el interior de la célula. Los ejemplos incluyen: AMPc, IP3 y Ca+2."
61,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,ADC. Convertidor de señales analógicas a digitales. siglas en inglés Analog to Digital Converter.
62,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Actuador. Dispositivo que realiza una acción en respuesta a una señal eléctrica.
63,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Algoritmo. Conjunto de pasos finitos bien definidos y con un orden lógico que permiten realizar una tarea.
64,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Amplificador operacional. Es un dispositivo amplificador electrónico de alta  Análisis de datos. Es una técnica y por medio de ésta se inspeccionan, purifican y transforman datos, con la finalidad de destacar toda la información que sea de gran utilidad, a fin de poder elaborar conclusiones que sirvan de apoyo en la toma de decisiones."
65,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Argumento. Es el valor que es pasado a una subrutina cuando ésta es invocada.
66,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Arreglo. Colección finita de celdas que sirve para almacenar datos homogéneos de forma temporal y ordenada.
67,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Automatización. Proceso donde las acciones se desarrollan sin la participación directa de un individuo.
68,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Automatización industrial. Aplicación de tecnologías tele-informáticas a las actividades de control de producción, minimizando la intervención humana."
69,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Sistemas que sean capaces de cerrar un lazo con la mínima intervención del operador. Implica medir el proceso, determinar su estado, tomar una decisión en base a un objetivo pautado y actuar sobre el proceso para llevarlo a su objetivo."
70,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Biblioteca. Es un archivo que contiene funciones hechas previamente para realizar alguna tarea específica.
71,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Bus. Medio de comunicación entre los diferentes elementos de una computadora o entre varias computadoras.
72,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Capacitor o condensador eléctrico. Almacena energía en la forma de un campo eléctrico y se llama capacitancia o capacidad a la cantidad de cargas eléctricas que es capaz de almacenar.
73,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Caracter. Una letra, un signo de puntuación, un símbolo especial (@, ^, etc.) o un número sobre el que no se pueden realizar operaciones aritméticas."
74,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Celda. Representa un espacio de memoria que almacenar el valor de un elemento de un arreglo.
75,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Coeficiente de Correlación. Se denomina correlación al vínculo recíproco o correspondiente que existe entre dos o más elementos. El concepto se emplea de diferentes maneras de acuerdo al contexto. En el ámbito de las matemáticas y las estadísticas, la correlación alude a la proporcionalidad y la relación lineal que existe entre distintas variables."
76,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Controlador. Es un dispositivo encargado del control de la señal proporcionada por el sensor. Compara el valor de entrada con el valor deseado en la salida para poder comunicarse con dispositivos actuadores.
77,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Conjunto. Agrupación de elementos del mismo tipo.
78,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Constante. Es un dato que no puede cambiar su valor durante la ejecución de un  Conteo. Es el proceso de contar y obtener un número.
79,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Cualitativa. El símbolo que aparece en proposiciones, algoritmos, fórmulas y funciones y que adopta distintos valores recibe el nombre de variable. De acuerdo a sus características, se puede distinguir entre diferentes clases de variables."
80,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Cuantitativa. Son aquellas que adoptan valores numéricos (es decir, cifras). De este modo se diferencian de las variables cualitativas, que el símbolo que aparece en proposiciones, algoritmos, fórmulas y funciones y que adopta distintos valores recibe el nombre de variable. De acuerdo a sus características, se puede distinguir entre diferentes clases de variables."
81,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,DAC. Convertidor de señales digitales a analógicas. Por sus siglas en inglés Digital to Analog Converter.
82,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,DAQ. Sistema de adquisición de datos. Por sus siglas en inglés Data Acquisition.
83,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Dato. Es una cifra, letra, símbolo, palabra, frase u objeto que la computadora almacena en un formato determinado para poder procesarlo."
84,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Dato estadístico. Con origen en el latín datum, refiere a la información que brinda acceso a un conocimiento preciso y concreto. Estadístico, por su parte, es aquello vinculado a la estadística: la especialidad de la matemática que apela a cifras para generar inferencias o para reflejar cuantitativamente un fenómeno."
85,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Datos de entrada. Son aquellos que se van a procesar para dar un resultado.
86,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Datos de salida. Son el resultado del procesamiento de los datos de entrada.
87,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Diagrama de flujo. Representación gráfica de un algoritmo.
88,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Digitalizar. Proceso en el que datos analógicos se transforman en digitales.
89,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Diodo. Son componentes de dos terminales, cátodo y ánodo que permiten la circulación de la corriente en un solo sentido."
90,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Dispositivo. Aparato o mecanismo que desarrolla determinadas acciones.
91,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Dispositivo electrónico. Componente electrónico utilizado en los circuitos electrónicos.
92,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Entidad. Es aquello que representa un objeto único, es exclusivo. Por ejemplo: funciones, variables, etc."
93,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"E/S. Entrada-Salida Estadística. Significación, del latín significativo, es la acción y efecto de significar."
94,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Este verbo refiere a manifestar o hacer saber algo. Dicho de una palabra o expresión, está vinculado a ser el signo de un pensamiento o de algo material mientras que, aplicado a una cosa, refiere a ser, por naturaleza o convención, una representación de otra cosa distinta."
95,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Estructuras anidadas. Se utiliza este término para referirse al uso de una estructura de control dentro del conjunto de instrucciones que forman parte de otra estructura de control.
96,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Estructura de control. Permite definir el flujo de ejecución de las instrucciones de un programa.
97,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Estructura de datos. Conjunto de variables asociadas bajo un mismo nombre.
98,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Estructura de iteración. También se le conoce como ciclo o repetición. Permite la ejecución de una o más instrucciones varias veces.
99,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Estructura secuencial. Es aquella en la que la ejecución de una instrucción sigue a la otra en secuencia.
100,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Estructura selectiva. También conocida como decisión o comparación. Permite la ejecución de diferentes bloques de código dependiendo de la evaluación de una expresión lógica.
101,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Expresión. Es una combinación de uno o más valores con uno o más operadores, que al evaluarse nos entregan un valor."
102,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Flujo de datos. Se refiere al movimiento que presentan los datos dentro de la ejecución de un programa.
103,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Función. Secuencia finita de instrucciones que realizan una tarea específica y retorna un valor.
104,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Hardware. Son los elementos físicos que componen un equipo de cómputo.
105,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Identificador. Es el nombre que se le asigna a cada espacio de memoria utilizado en un programa.
106,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Informática aplicada. Conjunto de conocimientos científicos y técnicos que hacen posible el tratamiento automático de la información por medio de computadoras.
107,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,LED. Es una fuente luz construida con un material semiconductor que posee dos terminales.
108,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Lenguaje de programación. Es un lenguaje formal que especifica una serie de instrucciones para que la computadora realice determinadas acciones.
109,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Matriz. Es un arreglo de dos dimensiones, también conocido como arreglo bidimensional."
110,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Microprocesador. Unidad de control de procesos.
111,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Operador. Es un símbolo que representa una operación que se debe aplicar sobre uno o más valores.
112,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Palabra reservada. Es un identificador predefinido por el compilador que tiene un significado especial y realiza una función específica dentro de la ejecución del  Parámetro. Es una variable definida en una subrutina que recibe un valor cuando la subrutina es invocada.
113,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"PC. Personal Computer, Computadora Personal."
114,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Periférico. Cualquier dispositivo que se conecta a un equipo de cómputo.
115,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Preprocesador. Es un programa perteneciente al compilador que modifica el código fuente previo al proceso de traducción a código binario.
116,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Procedimiento. Es un tipo de subrutina que no regresa ningún valor.
117,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Programa. Es una secuencia de instrucciones que la computadora ejecuta para realizar una tarea específica.
118,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Protoboard. Es una placa que contiene unos orificios conectados eléctricamente entre sí, siguiendo un patrón vertical y horizontal."
119,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Pseudocódigo. Es el estilo de escritura que se usa en los algoritmos.
120,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Resistencia eléctrica. Es una magnitud que se utiliza para medir la electricidad y se define como: la oposición que se presenta al paso de la corriente.
121,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,"Sensor. Dispositivo que capta magnitudes físicas u otras alteraciones en su  Simuladores. Permite reproducir, explorar y manipular situaciones reales de manera virtual Sintaxis. Es el conjunto de reglas que se deben seguir al escribir el código fuente de un programa y así considerarlo correcto para ese lenguaje de programación."
122,"INFORMÁTICA APLICADA A LA CIENCIA Y LA INDUSTRIA, Guía cuaderno de trabajo académico",3,3,2019,Software. Es un conjunto de programas cuya ejecución permite al usuario realizar un trabajo en un equipo de cómputo o dispositivo móvil.
